model_idx,test_loss,test_acc,test_acc_metadata
0,1.1700750537872315,0.5956999997138978,0.5942999997138977
1,1.1448874319076539,0.5994999994277954,0.5991999995231628
2,1.1198674163818358,0.6123999995231628,0.6165999997138977
3,1.078594465446472,0.6426999996185303,0.6415999994277954
4,1.1934317346572876,0.5904,0.5912999999046326
