pair,test_acc_pre_repair,test_loss_pre_repair,test_acc_post_repair,test_loss_post_repair,delta_pp,repair_epochs,repair_lr
e5_5k_m0xm2,0.3439000004291534,2.0318340003967283,0.5712000004768372,1.1835997501373292,22.730000004768375,2,0.001
e5_5k_m0xm1,0.3455999999046326,2.0838839641571045,0.5597000001907348,1.2317846807479857,21.410000028610227,2,0.001
