pair,barrier_test_loss_pre,barrier_test_loss_post,barrier_test_acc_pre,barrier_test_acc_post,midpoint_acc_pre,midpoint_acc_post,n_perms_moved
e5_5k_m0xm2,0.9966749770164491,0.8864048675537108,0.32809999928474426,0.2618499994754791,0.2764000002861023,0.3426000000476837,12
e5_5k_m0xm1,1.2582913743019102,0.9141039284706118,0.40169999964237213,0.250099999666214,0.19409999997615815,0.34629999990463256,12
