epoch,train_loss,train_acc,test_loss,test_acc,lr,seconds
1,3.632471517562866,0.14550000035762786,457.26696606445313,0.10019999994039536,0.09972609476841367,2.3088061809539795
2,2.0920562229156494,0.2250000001192093,5.369543009185791,0.17450000009536742,0.09890738003669028,2.0621109008789062
3,1.9688322372436524,0.2554999998807907,1.9490951854705811,0.2732000000476837,0.09755282581475767,2.041491985321045
4,1.900035086631775,0.2785000007152557,1.8616860837936402,0.295500000333786,0.09567727288213003,2.0784239768981934
5,1.8493157119750976,0.32100000023841857,1.8775827447891236,0.29999999985694886,0.09330127018922194,2.087528705596924
6,1.8073846492767334,0.3125,1.797338977432251,0.3086999999046326,0.09045084971874737,2.1284730434417725
7,1.7568661861419679,0.3430000007152557,1.7565956003189087,0.32979999971389773,0.0871572412738697,2.116621494293213
8,1.7274335250854491,0.3354999997615814,1.7610474124908446,0.35270000042915345,0.0834565303179429,2.0253422260284424
9,1.6580470790863038,0.36900000023841856,1.7857529642105103,0.3402,0.07938926261462365,2.106956958770752
10,1.6299799270629882,0.39850000071525576,1.8402310960769652,0.343499999666214,0.07499999999999998,2.2431557178497314
11,1.5904058017730713,0.4195,1.77074335231781,0.344100000333786,0.07033683215379001,2.18416166305542
12,1.5414784555435181,0.42450000071525573,1.6869557868957519,0.3921999999523163,0.06545084971874737,2.0652682781219482
13,1.522133050918579,0.4244999997615814,1.6476358476638795,0.40379999985694887,0.06039558454088796,2.047112464904785
14,1.498850012779236,0.4455,1.6795372444152832,0.39970000042915343,0.05522642316338268,2.136096477508545
15,1.452500186920166,0.45900000071525576,1.6345262939453125,0.41129999976158144,0.05000000000000001,2.067835569381714
16,1.399672369003296,0.49,1.6678600471496583,0.42119999966621396,0.04477357683661733,2.132063865661621
17,1.3884908037185668,0.4860000002384186,1.6502249572753906,0.4115000000953674,0.03960441545911203,2.063732147216797
18,1.3645199422836303,0.4985000009536743,1.6224769821166993,0.4267999997138977,0.03454915028125263,2.059861660003662
19,1.3294872856140136,0.5125000014305114,1.5619618724823,0.4461999997615814,0.02966316784621,2.182406187057495
20,1.283499665260315,0.5165000007152557,1.6046065929412843,0.4419999997138977,0.025000000000000012,2.0901684761047363
21,1.2549906826019288,0.5334999995231628,1.5495700691223144,0.4565999998569489,0.02061073738537635,2.125504970550537
22,1.209573655128479,0.5515000004768371,1.575415944480896,0.45290000014305115,0.016543469682057107,2.0803322792053223
23,1.1887553005218505,0.5705000009536744,1.5666400453567504,0.456199999666214,0.012842758726130301,2.139528751373291
24,1.17205539894104,0.5840000014305115,1.5481023262023925,0.4607999997615814,0.009549150281252635,2.1313090324401855
25,1.1343903036117553,0.5795000004768371,1.6039558767318725,0.45459999976158144,0.006698729810778067,2.122373104095459
26,1.1155916223526001,0.6059999995231629,1.583442304611206,0.4596999998092651,0.004322727117869953,2.0536303520202637
27,1.1094018630981446,0.5965000009536743,1.5489535402297974,0.46270000023841856,0.002447174185242324,2.081371784210205
28,1.1089123125076294,0.6015,1.5579134777069092,0.4626000000476837,0.0010926199633097158,2.1547625064849854
29,1.0895291934013367,0.6095,1.5582947095870971,0.46420000042915344,0.00027390523158633,2.0783650875091553
30,1.0687366533279419,0.6040000004768371,1.5548026124954224,0.4645000002384186,0.0,2.0799784660339355
