pair,barrier_test_loss_pre,barrier_test_loss_post,barrier_test_acc_pre,barrier_test_acc_post,midpoint_acc_pre,midpoint_acc_post,n_perms_moved
e5_2k_m0xm2,0.6627599873542787,0.7003994205474857,0.2165000003576279,0.1947000002861023,0.2615000002861023,0.279799999833107,12
e5_2k_m0xm1,0.8711833077430722,0.8614414734840392,0.2745499999046326,0.23385000004768372,0.18730000014305115,0.2289000002145767,12
