model_idx,test_loss,test_acc,test_acc_metadata
0,1.5281715000152587,0.47400000042915347,0.4750000000476837
1,1.6304671689987182,0.44890000009536746,0.44770000019073486
2,1.522809475326538,0.471400000333786,0.4741000002384186
3,1.4921897861480713,0.4882999997615814,0.4869999997615814
4,1.5630240550994874,0.4648000004291534,0.4645000002384186
