step,candidate_orig_idx,candidate_acc_alone,soup_acc_after,included,n_in_soup
0,3,0.4869999997615814,0.48429999995231626,True,1
1,0,0.4750000000476837,0.48429999995231626,False,1
2,2,0.4741000002384186,0.48429999995231626,False,1
3,4,0.4645000002384186,0.48429999995231626,False,1
4,1,0.44770000019073486,0.48429999995231626,False,1
