model_idx,test_loss,test_acc,test_acc_metadata
0,1.7612671171188354,0.4109000002861023,0.4120000002861023
1,1.8838969253540039,0.4075000000953674,0.41070000009536745
2,1.709498840522766,0.4008999997138977,0.40190000042915347
3,1.7507586477279664,0.40829999976158143,0.40820000038146975
4,1.7504743783950805,0.36890000042915344,0.370600000333786
