step,candidate_orig_idx,candidate_acc_alone,soup_acc_after,included,n_in_soup
0,0,0.4120000002861023,0.41119999976158145,True,1
1,1,0.41070000009536745,0.41119999976158145,False,1
2,3,0.40820000038146975,0.41119999976158145,False,1
3,2,0.40190000042915347,0.41119999976158145,False,1
4,4,0.370600000333786,0.41119999976158145,False,1
