epoch,train_loss,train_acc,test_loss,test_acc,lr,seconds
1,1.8626459232330321,0.34099999999046327,1.6006365829467772,0.3979999999046326,0.09972609476841367,9.559985876083374
2,1.3962870169830321,0.48568000000953676,1.596275769996643,0.44439999995231627,0.09890738003669028,9.319539546966553
3,1.1901817240142822,0.5687600000190735,1.2098187803268432,0.5690999993324279,0.09755282581475767,9.275999784469604
4,1.0408972996330261,0.6285200000190735,1.2329070335388184,0.5861999999046326,0.09567727288213003,9.292649269104004
5,0.9204113305664062,0.6723199999809265,1.0410653564453125,0.6494000004768372,0.09330127018922194,9.292542934417725
6,0.8352368127059937,0.706760000038147,0.9357789325714111,0.6852999998092651,0.09045084971874737,9.239094257354736
7,0.7590999879264831,0.7338400000190735,1.050932932472229,0.6484999995231628,0.0871572412738697,9.282114267349243
8,0.7049692220878601,0.7531200000190735,0.8463146167755127,0.7218000002861023,0.0834565303179429,9.326228141784668
9,0.653835386428833,0.773000000038147,0.8104465548515319,0.7313999997138977,0.07938926261462365,9.292726516723633
10,0.6083904207229615,0.7876800000572205,0.7188923659324646,0.7530999997138977,0.07499999999999998,9.298430442810059
11,0.5741557876014709,0.7984800000572204,0.7989063345909119,0.7380000002861022,0.07033683215379001,9.5295569896698
12,0.5450052924919129,0.8123200000572205,0.9722156978607178,0.7021999994277954,0.06545084971874737,9.440069437026978
13,0.5195224048423767,0.8195600000190735,0.6227154088020325,0.7914000001907349,0.06039558454088796,9.251493215560913
14,0.4932482085609436,0.8283200000572205,0.6955515340805054,0.7758999995231628,0.05522642316338268,9.221047639846802
15,0.45851306617736814,0.8386799999809265,0.7799935091018677,0.7628999994277954,0.05000000000000001,9.314554214477539
16,0.44386651609420774,0.84388,0.5823833846092225,0.8099000006675721,0.04477357683661733,9.307837963104248
17,0.41823779933929445,0.85488,0.6353277095794678,0.7971000002861023,0.03960441545911203,9.299702644348145
18,0.3940703041267395,0.86304,0.6251904301643372,0.8041000004768372,0.03454915028125263,9.26333236694336
19,0.37575819797992704,0.8690800000190735,0.5664244163513183,0.8183999994277954,0.02966316784621,9.263999700546265
20,0.3544632158756256,0.8756,0.5453235896110534,0.8247000000953675,0.025000000000000012,9.294890880584717
21,0.3341721234226227,0.882480000038147,0.5356265285491943,0.8307000008583069,0.02061073738537635,9.252208232879639
22,0.3176826758670807,0.8885200000572204,0.525601912021637,0.8366999996185303,0.016543469682057107,9.290369987487793
23,0.2975080199241638,0.8957599999809265,0.5039701208114624,0.8401999994277954,0.012842758726130301,9.225102424621582
24,0.2759962328338623,0.903720000038147,0.5014741112709046,0.8401000002861023,0.009549150281252635,9.29304814338684
25,0.2633686341667175,0.90852,0.4969477674484253,0.8404,0.006698729810778067,9.301000595092773
26,0.24964689690589906,0.91328,0.5097495726585388,0.8431000000953675,0.004322727117869953,9.317378759384155
27,0.23454637535095216,0.9172799999809265,0.49669457721710203,0.8453000000953674,0.002447174185242324,9.269354343414307
28,0.2273527581501007,0.921240000038147,0.48857964725494385,0.8458000003814697,0.0010926199633097158,9.318259477615356
29,0.2254714807319641,0.9213199999809265,0.4924616167068481,0.8473000004768372,0.00027390523158633,9.312001466751099
30,0.21922356520652772,0.9244400000190734,0.4919859959602356,0.846600000667572,0.0,9.35075330734253
