n_pairs,pearson_r,p_value_two_sided,ci_lo_95,ci_hi_95,cos_range_lo,cos_range_hi,drop_pp_range_lo,drop_pp_range_hi
10,0.27932232196110296,0.4344643973200085,-0.4250695994542561,0.773007292171147,0.3324296176433563,0.6032786965370178,47.30500002384186,59.099999995231634
