method,keep_ratio,lam,test_loss,test_acc,train_loss,train_acc
ties,0.2,0.3,0.7412167147636414,0.7703000008583069,0.5365284611701965,0.8237999973297119
ties,0.2,0.5,2.8784038089752197,0.2356,2.9024916015625,0.2321999997138977
ties,0.2,1.0,2.7920425510406495,0.11049999992847442,2.7695089130401613,0.11979999989271164
ties,0.2,1.5,3.266865188217163,0.12010000002384186,3.248155685043335,0.12359999923706055
